"date","Avg Air Temp (˚F)","Max Air Temp (˚F)","Min Air Temp (˚F)","Total Precipitation","Leaf Wetness (hrs)","Relative Humidity (hrs >= 90)","Solar Radiation (langleys)","Avg Wind Speed (mph)","Avg Soil Temp (˚F)","Avg Soil Moisture (m3/m3)"
"01/28/2023","35.7","44.2","27.1","0","1","0","249","3.5","35.4","0.4"
"01/29/2023","34.6","44.4","24.8","0.01","12","4","45","3.2","35.3","0.4"
"01/30/2023","28.7","30.6","26.8","0","20","23","46","2.7","35.1","0.4"
"01/31/2023","19.7","26.8","12.6","0","11","6","181","4.8","34.7","0.4"
"02/01/2023","19.2","27.1","11.3","0","9","0","239","3.7","34.1","0.4"
"02/02/2023","23.5","36.7","10.2","0","0","0","244","5.2","33.7","0.4"
"02/03/2023","10.3","22.5","-1.8","0","7","3","161","12.3","33.4","0.4"
"02/04/2023","5.3","20.7","-10.1","0","0","0","197","3.6","33.2","0.4"
"02/05/2023","32.4","44.1","20.7","0","1","0","159","3.4","33.1","0.4"
"02/06/2023","32.9","39.6","26.1","0.01","16","9","55","3.8","33.1","0.4"
"02/07/2023","33.0","43.3","22.6","0","12","0","190","3.3","33.1","0.4"
"02/08/2023","37.7","45.9","29.5","0","9","0","261","4.7","33.1","0.4"
"02/09/2023","39.5","52.7","26.2","0.11","17","1","56","3.4","33.1","0.4"
"02/10/2023","42.5","52","32.9","0.01","5","0","25","5.6","33.2","0.4"
"02/11/2023","31.0","35.2","26.8","0","0","0","137","5.2","33.3","0.4"
"02/12/2023","38.5","52.7","24.3","0","0","0","313","1.9","33.3","0.4"
"02/13/2023","38.0","53.8","22.1","0","2","0","263","4.3","33.3","0.4"
"02/14/2023","40.0","52.9","27","0","4","0","335","3.1","33.5","0.4"
"02/15/2023","57.0","70.2","43.9","0","1","0","316","5.9","35.7","0.4"
"02/16/2023","43.7","53.1","34.3","0","9","0","111","1.6","38.1","0.4"
"02/17/2023","39.1","55.9","22.3","0.07","24","9","44","8","38.3","0.4"
"02/18/2023","30.2","44.2","16.2","0","2","0","348","5.3","35","0.4"
"02/19/2023","38.5","49.8","27.3","0","0","0","126","3.5","34.3","0.4"
"02/20/2023","40.8","50.4","31.1","0","0","0","153","3.3","35.4","0.4"
"02/21/2023","36.5","44.6","28.4","0.07","12","0","177","4.3","35.8","0.4"
"02/22/2023","29.1","34.2","23.9","0.02","7","5","62","2.6","35.1","0.4"
"02/23/2023","33.3","35.8","30.7","0.63","19","24","96","2.7","35.4","0.4"
"02/24/2023","27.7","37.2","18.1","0","6","9","162","8","35.1","0.4"
"02/25/2023","22.2","29.5","14.9","0.01","9","5","145","3.2","33.9","0.4"
"02/26/2023","32.0","43.9","20.1","0.01","9","6","367","5.2","33.7","0.4"
"02/27/2023","32.0","40.6","23.5","0","5","5","278","4.3","33.6","0.4"
"02/28/2023","33.8","38.1","29.5","0.27","15","14","83","4.7","33.9","0.4"
"03/01/2023","35.9","45.9","25.9","0","6","0","163","2.7","34.2","0.4"
